"GEO.id","GEO.id2","GEO.display-label","GCT_STUB.target-geo-id","GEOID","GCT_STUB.display-label","Dense"
"0400000US13",13,"Georgia","0500000US13067",13067,"Cobb County",2026.4
"0400000US13",13,"Georgia","0500000US13069",13069,"Coffee County",73.7
"0400000US13",13,"Georgia","0500000US13071",13071,"Colquitt County",83.6
"0400000US13",13,"Georgia","0500000US13073",13073,"Columbia County",427.6
"0400000US13",13,"Georgia","0500000US13075",13075,"Cook County",75.8
"0400000US13",13,"Georgia","0500000US13077",13077,"Coweta County",288.8
"0400000US13",13,"Georgia","0500000US13079",13079,"Crawford County",38.9
"0400000US13",13,"Georgia","0500000US13081",13081,"Crisp County",86
"0400000US13",13,"Georgia","0500000US13083",13083,"Dade County",95.6
"0400000US13",13,"Georgia","0500000US13085",13085,"Dawson County",105.9
"0400000US13",13,"Georgia","0500000US13087",13087,"Decatur County",46.6
"0400000US13",13,"Georgia","0500000US13089",13089,"DeKalb County",2585.7
"0400000US13",13,"Georgia","0500000US13091",13091,"Dodge County",44
"0400000US13",13,"Georgia","0500000US13093",13093,"Dooly County",38.1
"0400000US13",13,"Georgia","0500000US13095",13095,"Dougherty County",287.7
"0400000US13",13,"Georgia","0500000US13097",13097,"Douglas County",661.8
"0400000US13",13,"Georgia","0500000US13099",13099,"Early County",21.5
"0400000US13",13,"Georgia","0500000US13101",13101,"Echols County",9.7
"0400000US13",13,"Georgia","0500000US13103",13103,"Effingham County",109.4
"0400000US13",13,"Georgia","0500000US13105",13105,"Elbert County",57.4
"0400000US13",13,"Georgia","0500000US13107",13107,"Emanuel County",33.2
"0400000US13",13,"Georgia","0500000US13109",13109,"Evans County",60.2
"0400000US13",13,"Georgia","0500000US13111",13111,"Fannin County",61.2
"0400000US13",13,"Georgia","0500000US13113",13113,"Fayette County",548.3
"0400000US13",13,"Georgia","0500000US13115",13115,"Floyd County",188.9
"0400000US13",13,"Georgia","0500000US13117",13117,"Forsyth County",783.5
"0400000US13",13,"Georgia","0500000US13119",13119,"Franklin County",84.5
"0400000US13",13,"Georgia","0500000US13121",13121,"Fulton County",1748
"0400000US13",13,"Georgia","0500000US13123",13123,"Gilmer County",66.3
"0400000US13",13,"Georgia","0500000US13125",13125,"Glascock County",21.4
"0400000US13",13,"Georgia","0500000US13127",13127,"Glynn County",189.7
"0400000US13",13,"Georgia","0500000US13129",13129,"Gordon County",155.1
"0400000US13",13,"Georgia","0500000US13131",13131,"Grady County",55
"0400000US13",13,"Georgia","0500000US13133",13133,"Greene County",41.3
"0400000US13",13,"Georgia","0500000US13135",13135,"Gwinnett County",1871.2
"0400000US13",13,"Georgia","0500000US13137",13137,"Habersham County",155.5
"0400000US13",13,"Georgia","0500000US13139",13139,"Hall County",457.5
"0400000US13",13,"Georgia","0500000US13141",13141,"Hancock County",20
"0400000US13",13,"Georgia","0500000US13143",13143,"Haralson County",102
"0400000US13",13,"Georgia","0500000US13145",13145,"Harris County",69
"0400000US13",13,"Georgia","0500000US13147",13147,"Hart County",108.5
"0400000US13",13,"Georgia","0500000US13149",13149,"Heard County",40
"0400000US13",13,"Georgia","0500000US13151",13151,"Henry County",633
"0400000US13",13,"Georgia","0500000US13153",13153,"Houston County",372.5
"0400000US13",13,"Georgia","0500000US13155",13155,"Irwin County",26.9
"0400000US13",13,"Georgia","0500000US13157",13157,"Jackson County",178.1
"0400000US13",13,"Georgia","0500000US13159",13159,"Jasper County",37.8
"0400000US13",13,"Georgia","0500000US13161",13161,"Jeff Davis County",45.6
"0400000US13",13,"Georgia","0500000US13163",13163,"Jefferson County",32.2
"0400000US13",13,"Georgia","0500000US13165",13165,"Jenkins County",24
"0400000US13",13,"Georgia","0500000US13167",13167,"Johnson County",32.9
"0400000US13",13,"Georgia","0500000US13169",13169,"Jones County",72.8
"0400000US13",13,"Georgia","0500000US13171",13171,"Lamar County",99.8
"0400000US13",13,"Georgia","0500000US13173",13173,"Lanier County",54.4
"0400000US13",13,"Georgia","0500000US13175",13175,"Laurens County",60
"0400000US13",13,"Georgia","0500000US13177",13177,"Lee County",79.5
"0400000US13",13,"Georgia","0500000US13179",13179,"Liberty County",129.5
"0400000US13",13,"Georgia","0500000US13181",13181,"Lincoln County",38
"0400000US13",13,"Georgia","0500000US13183",13183,"Long County",36.1
"0400000US13",13,"Georgia","0500000US13185",13185,"Lowndes County",220.2
"0400000US13",13,"Georgia","0500000US13187",13187,"Lumpkin County",105.9
"0400000US13",13,"Georgia","0500000US13189",13189,"McDuffie County",85
"0400000US13",13,"Georgia","0500000US13191",13191,"McIntosh County",33.8
"0400000US13",13,"Georgia","0500000US13193",13193,"Macon County",36.8
"0400000US13",13,"Georgia","0500000US13195",13195,"Madison County",99.6
"0400000US13",13,"Georgia","0500000US13197",13197,"Marion County",23.9
"0400000US13",13,"Georgia","0500000US13199",13199,"Meriwether County",43.9
"0400000US13",13,"Georgia","0500000US13201",13201,"Miller County",21.7
"0400000US13",13,"Georgia","0500000US13205",13205,"Mitchell County",45.9
"0400000US13",13,"Georgia","0500000US13207",13207,"Monroe County",66.8
"0400000US13",13,"Georgia","0500000US13209",13209,"Montgomery County",38.1
"0400000US13",13,"Georgia","0500000US13211",13211,"Morgan County",51.4
"0400000US13",13,"Georgia","0500000US13213",13213,"Murray County",115
"0400000US13",13,"Georgia","0500000US13215",13215,"Muscogee County",877.5
"0400000US13",13,"Georgia","0500000US13217",13217,"Newton County",367.3
"0400000US13",13,"Georgia","0500000US13219",13219,"Oconee County",178
"0400000US13",13,"Georgia","0500000US13221",13221,"Oglethorpe County",33.9
"0400000US13",13,"Georgia","0500000US13223",13223,"Paulding County",455.8
"0400000US13",13,"Georgia","0500000US13225",13225,"Peach County",184.3
"0400000US13",13,"Georgia","0500000US13227",13227,"Pickens County",126.8
"0400000US13",13,"Georgia","0500000US13229",13229,"Pierce County",59.3
"0400000US13",13,"Georgia","0500000US13231",13231,"Pike County",82.7
"0400000US13",13,"Georgia","0500000US13233",13233,"Polk County",133.6
"0400000US13",13,"Georgia","0500000US13235",13235,"Pulaski County",48.2
"0400000US13",13,"Georgia","0500000US13237",13237,"Putnam County",61.6
"0400000US13",13,"Georgia","0500000US13239",13239,"Quitman County",16.6
"0400000US13",13,"Georgia","0500000US13241",13241,"Rabun County",44
"0400000US13",13,"Georgia","0500000US13243",13243,"Randolph County",18
"0400000US13",13,"Georgia","0500000US13245",13245,"Richmond County",618.4
"0400000US13",13,"Georgia","0500000US13247",13247,"Rockdale County",656.5
"0400000US13",13,"Georgia","0500000US13249",13249,"Schley County",30
"0400000US13",13,"Georgia","0500000US13251",13251,"Screven County",22.6
"0400000US13",13,"Georgia","0500000US13253",13253,"Seminole County",37.1
"0400000US13",13,"Georgia","0500000US13255",13255,"Spalding County",326.1
"0400000US13",13,"Georgia","0500000US13257",13257,"Stephens County",146.1
"0400000US13",13,"Georgia","0500000US13259",13259,"Stewart County",13.2
"0400000US13",13,"Georgia","0500000US13261",13261,"Sumter County",68
"0400000US13",13,"Georgia","0500000US13263",13263,"Talbot County",17.5
"0400000US13",13,"Georgia","0500000US13265",13265,"Taliaferro County",8.8
"0400000US13",13,"Georgia","0500000US13267",13267,"Tattnall County",53.2
"0400000US13",13,"Georgia","0500000US13269",13269,"Taylor County",23.6
"0400000US13",13,"Georgia","0500000US13271",13271,"Telfair County",37.7
"0400000US13",13,"Georgia","0500000US13273",13273,"Terrell County",27.8
"0400000US13",13,"Georgia","0500000US13275",13275,"Thomas County",82.1
"0400000US13",13,"Georgia","0500000US13277",13277,"Tift County",154.9
"0400000US13",13,"Georgia","0500000US13279",13279,"Toombs County",74.8
"0400000US13",13,"Georgia","0500000US13281",13281,"Towns County",62.9
"0400000US13",13,"Georgia","0500000US13283",13283,"Treutlen County",34.5
"0400000US13",13,"Georgia","0500000US13285",13285,"Troup County",161.9
"0400000US13",13,"Georgia","0500000US13287",13287,"Turner County",31.3
"0400000US13",13,"Georgia","0500000US13289",13289,"Twiggs County",25.2
"0400000US13",13,"Georgia","0500000US13291",13291,"Union County",66.3
"0400000US13",13,"Georgia","0500000US13293",13293,"Upson County",84
"0400000US13",13,"Georgia","0500000US13295",13295,"Walker County",154
"0400000US13",13,"Georgia","0500000US13297",13297,"Walton County",257.2
"0400000US13",13,"Georgia","0500000US13299",13299,"Ware County",40.7
"0400000US13",13,"Georgia","0500000US13301",13301,"Warren County",20.5
"0400000US13",13,"Georgia","0500000US13303",13303,"Washington County",31.2
"0400000US13",13,"Georgia","0500000US13305",13305,"Wayne County",46.9
"0400000US13",13,"Georgia","0500000US13307",13307,"Webster County",13.4
"0400000US13",13,"Georgia","0500000US13309",13309,"Wheeler County",25.1
"0400000US13",13,"Georgia","0500000US13311",13311,"White County",112.8
"0400000US13",13,"Georgia","0500000US13313",13313,"Whitfield County",353.2
"0400000US13",13,"Georgia","0500000US13315",13315,"Wilcox County",24.5
"0400000US13",13,"Georgia","0500000US13317",13317,"Wilkes County",22.6
"0400000US13",13,"Georgia","0500000US13319",13319,"Wilkinson County",21.4
"0400000US13",13,"Georgia","0500000US13321",13321,"Worth County",38
